pmid,year,n_tokens,n_unique_unigrams,n_unique_bigrams,n_mesh,n_mesh_pairs,n_new_unigrams,n_new_bigrams,n_new_mesh,n_new_mesh_pairs,share_new_unigrams,share_new_bigrams,share_new_mesh,share_new_mesh_pairs,examples_new_unigrams,examples_new_bigrams,examples_new_mesh
28282081,2016,87,54,74,7,21,3,63,1,6,0.05555555555555555,0.8513513513513513,0.14285714285714285,0.2857142857142857,disagreement; emotion; interpersonal,affected early; alteration process; alterations dementia; alterations process; among deficits; amygdala brain; basic emotions; basic facial,Facial Recognition
28282071,2016,131,95,126,10,45,18,105,1,10,0.18947368421052632,0.8333333333333334,0.1,0.2222222222222222,aires; amci; anova; buenos; contexts; enable; italian; mis,added new; affected values; aires staffed; alzheimer deferred; amci case-control; amci extension; amci mci; amci population,Prodromal Symptoms
28271040,2017,90,76,88,8,28,16,82,2,13,0.21052631578947367,0.9318181818181818,0.25,0.4642857142857143,appreciable; collectives; consistency; cross; experiment; fraction; impressive; mitigation,account appreciable; achieved novel; apparent performance; appreciable fraction; associated pipeline; bias classification; bias plausibly; bias reduction,Bias; Selection Bias
28269840,2016,87,69,81,5,10,21,80,2,7,0.30434782608695654,0.9876543209876543,0.4,0.7,ad-hoc; bespoke; collating; collation; emif; format; formats; frameworks,across different; ad-hoc systems; alzheimer cohort; application will; approaches harmonizing; base constructing; bespoke ad-hoc; broad scope,"Datasets as Topic; Vocabulary, Controlled"
28269715,2016,119,81,108,10,45,20,99,4,30,0.24691358024691357,0.9166666666666666,0.4,0.6666666666666666,big; computation; disen; disen-based; dispersion; emotion; entropy; fuzen,ability disen; activity help; affecting memory; aim paper; analysis brain; analysis resting-state; based approaches; based methods,Entropy; Fuzzy Logic; Magnetoencephalography; Rest
28269686,2016,64,45,57,6,15,13,52,3,12,0.28888888888888886,0.9122807017543859,0.5,0.8,biocompatible; board; compactly; electrode; electrode-tissue; forehead; impedance; module,attached forehead; biocompatible gel; board weight; circuit proposed; compactly designed; condition eeg; demonstrates promising; designed weight,Electric Impedance; Electrodes; Forehead
28269639,2016,107,71,94,8,28,11,80,0,9,0.15492957746478872,0.851063829787234,0.0,0.32142857142857145,adding; boston; classifier; courses; leave-one-out; multi-centric; non-rcd; prodem-austria,accuracy ratings; adding neuropsychological; applied patients; based leave-one-out; baseline examination; boston naming; classified rapid; classified rcd,
28269603,2016,70,45,62,6,15,9,54,1,6,0.2,0.8709677419354839,0.16666666666666666,0.4,apply; bag-of-visual-words; favors; multi-level; partitions; representative; secondly; sift,accuracy brain; apply method; bag-of-visual-words model; based multi-level; basic visual; brain disease; brain partitions; brain template,Support Vector Machine
28269515,2016,123,93,117,13,78,16,98,1,19,0.17204301075268819,0.8376068376068376,0.07692307692307693,0.24358974358974358,centrality; continuity; correlate; eigenvector; fcn; fmri; functionality; graphs,aim present; alzheimer neuropsychological; alzheimer psychological; analysis study; assessment test; brain fcn; brain functionality; brain network,Parietal Lobe
28269166,2016,117,78,104,12,66,9,80,0,8,0.11538461538461539,0.7692307692307693,0.0,0.12121212121212122,accordingly; advantageous; emci; fusiform; hallmark; lmci; ncs; rfg,abnormal brain; accordingly fcm; activity functional; advantageous investigate; affected functional; analysis provides; associated visual; changes functional,
28269165,2016,119,84,108,7,21,13,97,1,10,0.15476190476190477,0.8981481481481481,0.14285714285714285,0.47619047619047616,cross-validation; diffeomorphic; dimension; displaying; lda; leave-one-out; loadings; metric,according leave-one-out; accuracy lda; accuracy yielded; achieved svm; aging student; analysis examined; analysis findings; analysis lda,Principal Component Analysis
28268906,2016,97,68,88,9,36,20,81,1,8,0.29411764705882354,0.9204545454545454,0.1111111111111111,0.2222222222222222,balancing; band; binarisation; binarised; closed; cluster-span; cst; distinguishing,activity alzheimer; activity find; analyse standard; another recently; balancing ratio; band electroencephalogram; based fixing; beta activity,Beta Rhythm
30322673,2019,196,140,182,14,91,23,157,1,39,0.16428571428571428,0.8626373626373627,0.07142857142857142,0.42857142857142855,back; chinmedomics; clarifying; crossing; dehydropachymic; discovering; e-3; enormous,abnormalities determined; acid e-3; acid metabolism; acid study; analysis approach; analysis correlations; analyze biomarkers; applied analysis,Metabolomics
30282137,2017,85,65,71,6,15,11,63,0,2,0.16923076923076924,0.8873239436619719,0.0,0.13333333333333333,adrd; arduous; discipline; lacked; lived; minutes; obligation; purposive,adrd home; african-american informal; approach purposive; arduous journey; assessment teaching; assistance task; awareness resources; care informal,
30188294,2017,8,8,7,11,55,0,6,6,47,0.0,0.8571428571428571,0.5454545454545454,0.8545454545454545,,academia industry; advanced cell; culture systems; exactly academia; industry need; systems exactly,"Cell Culture Techniques; Drug Screening Assays, Antitumor; Kidney; Liver Cirrhosis; Tissue Array Analysis"
30126555,2018,224,143,200,13,78,15,165,1,23,0.1048951048951049,0.825,0.07692307692307693,0.2948717948717949,analytic; asymptomatic; attributed; behaviors; communities; congestive; coordinating; formative,ability generalize; adults approximately; adults practitioners; alzheimer coordinating; american communities; american community; american individuals; american older,Datasets as Topic
29990107,2019,115,87,111,16,120,12,103,7,101,0.13793103448275862,0.9279279279279279,0.4375,0.8416666666666667,benchmark; ctd; elucidating; hpdn; matters; origin; pathway-based; prednisone,acid new; additionally hpdn; applied study; associations origin; based dense; based genes; based pathways; benchmark large-scale,"Arthritis, Rheumatoid; Atherosclerosis; Gene Regulatory Networks; Genetic Diseases, Inborn; Prednisone"
29989989,2019,145,100,130,13,78,12,107,1,20,0.12,0.823076923076923,0.07692307692307693,0.2564102564102564,autoencoder; classifier; classifying; computerized; computing; constructed; era; excavates,accuracy achieved; achieved proposed; advances medical; advantages classifying; aging mild; apoe gene; autoencoder network; based r-fmri,Deep Learning
29975785,2017,2,2,1,5,10,1,1,0,2,0.5,1.0,0.0,0.2,remembering,remembering reminiscence,
29931895,2017,105,57,76,15,105,10,65,2,69,0.17543859649122806,0.8552631578947368,0.13333333333333333,0.6571428571428571,appswe; cleft; ps1de9; seemed; synaptophsin; synaptophysin; trk-b; trkb,alterations findings; appswe ps1de9; association expression; bdnf trk-b; bdnf trkb; blot immunohistochemical; cerebellum appswe; cerebellum decreased,"Protein-Tyrosine Kinases; Receptor, trkB"
29926583,2017,173,77,132,11,55,10,110,1,25,0.12987012987012986,0.8333333333333334,0.09090909090909091,0.45454545454545453,adiponectin; alternation; apn; c57bl; obviously; periphery; recovery; reversed,ability mouse; adiponectin anxiety; adiponectin apn; adiponectin effectively; adiponectin saline; alleviate anxiety; alternation rate; anxiety memory,Adiponectin
29870641,2017,143,90,130,11,55,10,106,3,38,0.1111111111111111,0.8153846153846154,0.2727272727272727,0.6909090909090909,earliest; fulfils; non-specialists; one-point; projected; rho; self-administered; spearman,achieved members; aim validate; along sensitivity; applied case; applied screening; average mmse; average score; case individuals,Memory and Learning Tests; Mental Status and Dementia Tests; Translating
29868439,2017,114,75,98,21,210,7,83,2,85,0.09333333333333334,0.8469387755102041,0.09523809523809523,0.40476190476190477,amyloid-positive; disparity; habs; harvard; hypointensities; nearly; signature,accelerate rate; adults amyloid-positive; affects nearly; age non-hispanic; age white; aging brain; americans decreased; americans elevated,Benzothiazoles; Correlation of Data
29735156,2018,191,104,155,13,78,18,136,1,19,0.17307692307692307,0.8774193548387097,0.07692307692307693,0.24358974358974358,anterior; asymptomatic; default; diminished; dmn; interconnectivity; mirrors; mtms,abnormalities progression; ad-related connectivity; altered default; altered early; among three; anterior ventral; assessed interconnectivity; assessment investigate,Neural Pathways
29602022,2018,106,78,97,13,78,7,79,2,35,0.08974358974358974,0.8144329896907216,0.15384615384615385,0.44871794871794873,categorizing; estimates; lasso; metrics; mt-sgl; multi-task; simultaneously,ability identify; across tasks; adni along; adni alzheimer; along ability; associated categorizing; associated generalized; baseline models,"Models, Statistical; Multitasking Behavior"
29566836,2018,156,82,133,14,91,8,100,1,25,0.0975609756097561,0.7518796992481203,0.07142857142857142,0.27472527472527475,anova; applying; biggest; followed-up; geras; meaningful; monthly; societal,across severity; anova comparison; applying unit; associated french; associated significantly; biggest contributor; care greatest; care total,Health Resources
29560901,2017,179,102,142,14,91,16,128,2,48,0.1568627450980392,0.9014084507042254,0.14285714285714285,0.5274725274725275,bcl3; calculating; clu; correction-hippocampal; familywise; level-dependent; load-rps; metrics,absence effect; age rps; almost significant; apoe haplotype; approach measures; association load-rps; associations risk; based apoe,Late Onset Disorders; Multifactorial Inheritance
29558759,2017,163,80,126,13,78,12,107,3,48,0.15,0.8492063492063492,0.23076923076923078,0.6153846153846154,antipsychological; confer; endothelin; et-1; il-6; immune-related; necrosis; nonpsychotic,additionally cytokines; aim clinical; anti-inflammatory cytokines; antipsychological effectiveness; antipsychotic drugs; association antipsychotic; association quetiapine; b12 association,"Drug Therapy, Combination; Gene Expression; Iran"
29527504,2018,221,145,201,17,136,24,161,3,63,0.16551724137931034,0.8009950248756219,0.17647058823529413,0.4632352941176471,angle; diffusivity; elastography; history-taking; inversion; line; mmre; mmre-images,accuracy diagnostic; already pre-dementia; analyses hippocampal; analyses showed; analyzed combination; angle complex; auc comparison; auc conclusion,Diffusion; Elasticity; Viscosity
29527502,2018,146,102,140,15,105,29,132,0,15,0.28431372549019607,0.9428571428571428,0.0,0.14285714285714285,adni2; ashs; ex-vivo; freesurfer; get; in-vivo; labeling; large-diffeomorphic-metric-mapping,account deciding; adni2 population; adni2 subfield-specific; adni2 subjects; advantage methods; amyloid positivity; analyses calculate; analysis freesurfer,
29527500,2018,156,78,120,22,231,8,98,1,88,0.10256410256410256,0.8166666666666667,0.045454545454545456,0.38095238095238093,computing; constructed; cross-sectionally; desegregation; fdg; pairwise; underlie; youth,across brain; across subjects; adults ages; adults divided; adults highest; adults well; ages compared; ages patients,Correlation of Data
29527482,2018,139,102,129,19,171,20,111,1,90,0.19607843137254902,0.8604651162790697,0.05263157894736842,0.5263157894736842,adad; arterial; asl; asl-cbf; autosomal; dominant; fdg; genetically,across subjects; adad age; adad small; among three; analyses biomarker; arterial spin; asl cbf; asl mri,Spin Labels
29493157,2017,156,90,130,12,66,11,95,4,41,0.12222222222222222,0.7307692307692307,0.3333333333333333,0.6212121212121212,arranged; asarone; attenuate; cat; cerebric; hif-1; hyperoxide; mda,abilities cerebric; achieved alleviating; aimed investigate; alleviating alzheimer; application intracerebroventricular; arranged disorder; asarone animal; asarone effectively,Allylbenzene Derivatives; Anisoles; Catalase; Malondialdehyde
29493153,2017,113,80,106,9,36,16,88,0,17,0.2,0.8301886792452831,0.0,0.4722222222222222,accounting; alcohol; blue; cat; composition; ester; gc-ms; gsh-px,ability mouse; accounting total; acetate highest; acquired disorder; activity lvo; activity t-sod; additionally antioxidant; alcohol ester,
29484985,2017,143,96,130,17,136,29,120,6,103,0.3020833333333333,0.9230769230769231,0.35294117647058826,0.7573529411764706,a-i; annp; apoa-i; bace1; bearing; bend; constructed; cytoplasm,a-i apoa-i; addition annp; additionally particles; annp sirna; apoa-i considerably; apoa-i nl4; apoa-i onto; apolipoprotein a-i,"Aspartic Acid Endopeptidases; Drug Carriers; Gene Knockdown Techniques; Mice, Nude; Permeability"
29477946,2018,169,108,155,18,153,19,127,2,72,0.17592592592592593,0.8193548387096774,0.1111111111111111,0.47058823529411764,alkaloid; ameliorated; amnesia; anticholinesterase; antidiabetic; antiglycating; antiglycative; cites,acetylcholine esterase; acetylcholinesterase levels; action vitro; activity trigonelline; administration d-gal; administration significantly; age levels; ages due,Alkaloids; Neuroprotection
29474170,2017,7,7,6,4,6,1,3,0,0,0.14285714285714285,0.5,0.0,0.0,ctad,conference report; disease ctad; report clinical,
29467067,2017,85,67,79,11,55,18,70,4,40,0.26865671641791045,0.8860759493670886,0.36363636363636365,0.7272727272727273,axona; caprylidene; coconut; coined; ensure; fight; fuel; fuels,affected support; alternative energy; alternative fuel; alternative fuels; alternative pathologic; axona coconut; barrier provide; behind modalities,"Coconut Oil; Dietary Fats; Food, Formulated; Triglycerides"
29461692,2017,6,6,5,6,15,0,2,2,9,0.0,0.4,0.3333333333333333,0.6,,chromatography alzheimer; role chromatography,Chromatography; Pharmacokinetics
29461146,2017,1,1,0,18,153,0,0,6,100,0.0,0.0,0.3333333333333333,0.6535947712418301,,,"Combined Modality Therapy; Diabetes Mellitus, Type 1; Diabetic Foot; Diabetic Nephropathies; Diabetic Neuropathies"
29460787,2018,170,102,143,18,153,8,129,8,116,0.0784313725490196,0.9020979020979021,0.4444444444444444,0.7581699346405228,cronbach; dietitians; diets; disagreement; eating; overestimation; underestimation; waste,acceptable range; accuracy visual; actual measurement; adequate training; agreement measurement; agreement methods; analysis level; analysis meals,"Diet Records; Eating; Food Service, Hospital; Inpatients; Length of Stay"
29458929,2018,95,59,75,10,45,9,66,1,18,0.15254237288135594,0.88,0.1,0.4,attenuated; counterparts; dsst; inactive; mvpa; nhanes; substitution; symbol,activity assessed; activity associated; activity cognitive; activity guidelines; adjustments results; adult population; adults ages; adults least,Nutrition Surveys
29446892,2017,7,7,6,7,21,1,6,2,13,0.14285714285714285,1.0,0.2857142857142857,0.6190476190476191,life-changing,another life-changing; diabetes another; diagnosis manage; double diagnosis; life-changing condition; manage diabetes,Disease Management; Myocardial Infarction
29441941,2017,51,35,39,8,28,9,31,1,15,0.2571428571428571,0.7948717948717948,0.125,0.5357142857142857,abca7; asians; atp; cassette; caucasians; eligible; rs3764650; subfamily,abca7 rs3764650; analysis race; asians caucasians; association abca7; associations found; atp binding; binding cassette; cassette subfamily,ATP-Binding Cassette Transporters
29435372,2017,102,76,98,10,45,11,85,0,5,0.14473684210526316,0.8673469387755102,0.0,0.1111111111111111,activity-dependent; advancing; causal; exceptions; gradual; intense; paths; spread,account amyloidosis; accumulation finally; accumulation next; activation resting; activity always; activity including; activity plaques; activity strong,
29429523,2018,125,97,116,15,105,8,90,2,49,0.08247422680412371,0.7758620689655172,0.13333333333333333,0.4666666666666667,allicin; ameliorates; composition; garlic; huge; jnk; suppressing; therapeutical,age alzheimer; allicin ameliorates; allicin improves; allicin main; allicin neurons; allicin provide; allicin treatment; ameliorates cognitive,Disulfides; Sulfinic Acids
29426096,2017,1,1,0,12,66,0,0,8,61,0.0,0.0,0.6666666666666666,0.9242424242424242,,,"Curriculum; Geriatric Nursing; Health Plan Implementation; Inservice Training; Models, Educational"
29426094,2017,1,1,0,17,136,0,0,6,93,0.0,0.0,0.35294117647058826,0.6838235294117647,,,"Combined Modality Therapy; Communication Methods, Total; Geriatric Nursing; Mind-Body Therapies; Multimorbidity"
29426084,2017,1,1,0,19,171,0,0,6,116,0.0,0.0,0.3157894736842105,0.6783625730994152,,,"Burnout, Professional; Communication Barriers; Geriatric Nursing; Nursing, Team; Patient Compliance"
29421784,2017,118,71,106,18,153,18,100,7,102,0.2535211267605634,0.9433962264150944,0.3888888888888889,0.6666666666666666,arterioles; c1q; c3d; c5b-9; caa-type1; coexpressed; colocalized; exclusively,accumulation capillaries; activates complement; activation capillary; activation evaluated; activation propagation; additionally c5b-9; almost exclusively; amyloid type,Arterioles; Capillaries; Cerebral Amyloid Angiopathy; Complement Activation; Complement System Proteins
29419969,2017,1,1,0,17,136,0,0,9,112,0.0,0.0,0.5294117647058824,0.8235294117647058,,,Acute Pain; Aggression; Behavioral Symptoms; Chronic Pain; Interdisciplinary Communication
29414391,2018,106,69,90,8,28,17,79,3,19,0.2463768115942029,0.8777777777777778,0.375,0.6785714285714286,aid; anatomic; anti-apoptotic; bcl2; co-expression; co-localized; definitive; diagnostics,active cells; aid surgical; aids anatomic; analyses qrtpcr; anatomic pathologists; anti-apoptotic proteins; apoptotic anti-apoptotic; bcl2 family,Karyopherins; Pathologists; beta Karyopherins
29413893,2018,116,91,108,5,10,17,91,0,2,0.18681318681318682,0.8425925925925926,0.0,0.2,advancing; autophagic; autophagy; avenues; connect; defective; dictate; fate,activity uniquely; advancing age; age major; aggregation although; aging intricate; although role; amyloidogenic pathway; assessing dynamic,
29413525,2018,121,98,116,8,28,15,104,2,14,0.15306122448979592,0.896551724137931,0.25,0.5,assumes; crisis; fyn; halt; illuminated; impending; mediating; mglur5,accelerated inflammation; assumes multiple; believed mediate; beta oligomers; cascade involving; cause symptoms; cellular prion; central molecular,"Prion Proteins; Receptor, Metabotropic Glutamate 5"
29413486,2018,157,102,144,20,190,17,120,6,136,0.16666666666666666,0.8333333333333334,0.3,0.7157894736842105,attenuate; bbb; beside; esterase; evoo; extra-virgin; hereafter; nonamyloidogenic,acetylcholine esterase; addition recently; additional mechanisms; amyloid load; approach enhancing; approved stages; attenuate related; attenuating amyloid,ATP Binding Cassette Transporter 1; Aldehydes; Cyclopentane Monoterpenes; Olive Oil; PPAR gamma
29412984,2018,68,49,64,12,66,8,58,6,56,0.16326530612244897,0.90625,0.5,0.8484848484848485,circadian; eye; hypersomnia; insomnia; legs; rhythm; serving; sleep-controlling,acceleration progression; apnea restless; behavior disorder; brain common; caused primary; centers brain; cerebral degenerative; circadian rhythm,Chronobiology Disorders; Disorders of Excessive Somnolence; REM Sleep Behavior Disorder; Restless Legs Syndrome; Sleep
29412849,2018,56,46,52,7,21,4,38,1,8,0.08695652173913043,0.7307692307692307,0.14285714285714285,0.38095238095238093,exerts; pathologic; prism; reserve,account discrepancy; among individuals; article provides; associated delay; biomarkers clinical; brain pathologic; clinical cognitive; cognitive reserve,Cognitive Reserve
29407464,2018,191,105,171,12,66,29,156,2,29,0.2761904761904762,0.9122807017543859,0.16666666666666666,0.4393939393939394,abnormally; add; auroc; bands; compromised; delta; disconnection; diseased,abnormal posterior; abnormalities functional; abnormalities resting-state; abnormally higher; accuracies discrimination; accuracy nold; add considered; add dlb,Cortical Synchronization; Rest
29406991,2018,189,140,178,22,231,42,165,8,194,0.3,0.9269662921348315,0.36363636363636365,0.8398268398268398,abelson; apps; autocrine; autophosphorylation; axons; c-jun; cascades; catenin,abelson kinase; acetylcholine receptors; activate enzymes; activation c-jun; activation glycogen; allow autophosphorylation; alpha nicotinic; app cytoplasmic,"Antigens, CD; Calcium-Binding Proteins; Cell Adhesion Molecules, Neuronal; Cerebral Ventricles; Neural Cell Adhesion Molecules"
29406924,2018,158,86,133,16,120,14,101,1,45,0.16279069767441862,0.7593984962406015,0.0625,0.375,atherosclerotic; examinations; fazekas; fluid-attenuated; inversion; ncs; pdd; pdnd,according fazekas; ad-related pathology; age-matched outpatients; angiopathy examine; assessed mta; assessment medial; atherosclerotic cerebrovascular; atrophy among,Leukoencephalopathies
29406141,2018,165,123,154,10,45,44,151,7,42,0.35772357723577236,0.9805194805194806,0.7,0.9333333333333333,architecture; arts; assured; blending; campus; communicate; competing; complexities,abilities critical-thinking; abilities values; ability differentiate; acknowledged importance; advantage campus; among myriad; architecture fine; arts campus,"Creativity; Curriculum; Education, Nursing, Baccalaureate; Faculty, Nursing; Portraits as Topic"
29395285,2018,112,74,99,21,210,9,80,6,149,0.12162162162162163,0.8080808080808081,0.2857142857142857,0.7095238095238096,asymptomatic; enriched; noncarriers; parental; pld3; r47h; trem2; v232m,adjusted age; alzheimer prevention; analysis resulted; associated significantly; association functional; asymptomatic adults; baseline enriched; battery performed,Exodeoxyribonucleases; Genetic Variation; Heterozygote; Phospholipase D; Registries
32888656,2020,128,64,99,12,66,8,83,2,26,0.125,0.8383838383838383,0.16666666666666666,0.3939393939393939,aetiologies; aggression; bogot; centre; colombia; dsm-5; lability; referral,according dsm-5; aetiologies occur; aetiology neurocognitive; age minor; aggression emotional; aggression occur; among group; analyses reveal,Colombia; Neurocognitive Disorders
31639691,2019,149,96,139,16,120,25,122,6,88,0.2604166666666667,0.8776978417266187,0.375,0.7333333333333333,c-reactive; crp; cytokine-secreting; enzyme-linked-immuno-spot; fas; fas-faslg; faslg; il1,age higher; apoptosis interrelated; apoptotic low-grade; apoptotic markers; assay serum; basal conditions; blood mononuclear; c-reactive protein,"C-Reactive Protein; Correlation of Data; Enzyme-Linked Immunospot Assay; Fas Ligand Protein; Leukocytes, Mononuclear"
31282801,2018,1,1,0,8,28,1,0,1,11,1.0,0.0,0.125,0.39285714285714285,inflammaging,,Gastrointestinal Microbiome
31189515,2019,66,52,64,18,153,7,60,3,82,0.1346153846153846,0.9375,0.16666666666666666,0.5359477124183006,ckb; creatine; energetic; enolase; glyceraldehyde; oxidation; phosphate,among showed; bind residues; bind specific; bind tau; binding due; binding three; brain extracts; capacity human,"Creatine Kinase, BB Form; Phosphopyruvate Hydratase; Sequence Alignment"
31179446,2018,71,56,64,11,55,3,47,1,14,0.05357142857142857,0.734375,0.09090909090909091,0.2545454545454545,globe; millions; multi-task,across globe; adni propose; affects millions; age prevalence; around world; brain disease; brain scans; combining genetic,Machine Learning
31167728,2019,140,101,130,10,45,13,106,1,18,0.12871287128712872,0.8153846153846154,0.1,0.4,beta-peptide; dysregulation; estimates; favorable; gain; hallmark; halt; locus,affects millions; agents lead; altered brain; altered phosphoproteins; amyloid beta-peptide; attention known; author believed; bases remain,Proteins
31106304,2018,120,93,115,12,66,24,102,3,30,0.25806451612903225,0.8869565217391304,0.25,0.45454545454545453,alternations; analysis-derived; applying; automatically; bfns; cnn; cnns; computer,ability computer; accessible dataset; accurate emci; alternations brain; although alternations; analysis applications; analysis-derived bfns; applications still,"Deep Learning; Machine Learning; Neural Networks, Computer"
31032583,2018,224,112,176,10,45,25,136,1,14,0.22321428571428573,0.7727272727272727,0.1,0.3111111111111111,activating; alcl; alzheimer-like; crossing; d-galactose; deo; deoxygedunin; dismutase,activating trkb; activities increase; activities sod; ad-like pathological; akt erk1; alcl sub; alzheimer-like pathologic; assay elisa,Limonins
31000263,2019,68,53,60,11,55,12,51,4,44,0.22641509433962265,0.85,0.36363636363636365,0.8,argentinean; argentinian; diets; mediterranean; monounsaturated; mufas; polyunsaturated; pufas,acids high; acids mufas; acids possibly; acids pufas; adherence diets; aim paper; antioxidants decrease; antioxidants saturated,"Argentina; Fatty Acids, Unsaturated; Mediterranean Region; Neuroprotection"
30957108,2018,139,99,130,9,36,23,116,0,10,0.23232323232323232,0.8923076923076924,0.0,0.2777777777777778,apply; centralized; coarse; compute; connectome; correspondences; distribute; embedding,adni demonstrate; algorithm based; anatomical misalignments; apply recently; around paper; atlas cortex; atlas detecting; atlas distributed,
30936769,2018,111,95,109,8,28,15,89,0,8,0.15789473684210525,0.8165137614678899,0.0,0.2857142857142857,afford; at-risk; consortia; diagnostics; exemplified; inexpensive; longitudinally; metabolomics,afford neuroprotection; ahead cognitive; allow development; allow small; along improved; already preclinical; at-risk populations; available therapeutics,
30906935,2018,98,80,93,9,36,23,85,2,15,0.2875,0.9139784946236559,0.2222222222222222,0.4166666666666667,accurately; acquiring; align; app-roach; asso-ciated; facil-itates; flows; glymphatic,able reduce; accurately capture; acquiring temporal; across time; agent flows; align well; app-roach incorporate; asso-ciated neurodegenerative,Contrast Media; Glymphatic System
30900843,2018,92,61,79,8,28,25,68,3,18,0.4098360655737705,0.8607594936708861,0.375,0.6428571428571429,acetic; cis-aconitic; citric; creatinine; formic; fumaric; h-nmr; hippuric,acetic acid; acid cis-aconitic; acid citric; acid decreased; acid formic; acid fumaric; acid ketoglutaric; acid trigonelline,Magnetic Resonance Spectroscopy; Metabolome; Metabolomics
30847359,2019,126,88,115,13,78,12,101,0,2,0.13636363636363635,0.8782608695652174,0.0,0.02564102564102564,antemortem; creutzfeldt-jakob; distinction; intermediate-high; lumbar; noninvasive; predicts; puncture,accuracy distinction; adjusting covariates; analysis ratio; antemortem csf; assessed pathology; auc cut-off; auc especially; better correlation,
30815203,2018,80,57,69,8,28,13,64,1,11,0.22807017543859648,0.927536231884058,0.125,0.39285714285714285,activations; benchmark; checks; complementarity; conducts; convo-lutional; convolutional; d-cnns,activations constrained; activations spatial; analysis hierarchical; analysis show; approach conducts; approach difficulty; approaches generating; approaches identify,"Neural Networks, Computer"
30814473,2018,203,155,199,14,91,28,180,1,17,0.18064516129032257,0.9045226130653267,0.07142857142857142,0.18681318681318682,add; applying; atlas-based; av45; continuously; corrected; covariance; covariate,according nia-aa; add mci-ad; add mild; add subjects; age nuisance; along continuum; analysis covariance; analysis shows,Parietal Lobe
30807987,2019,191,117,161,19,171,24,133,1,77,0.20512820512820512,0.8260869565217391,0.05263157894736842,0.4502923976608187,acetyl; alleviated; alternation; antifatigue; blotting; crenulata; dismutase; freeze-drying,abilities rats; acetyl transferase; acetylcholine ach; ach level; activation rce; activity decreased; activity respectively; addition rce,Malondialdehyde
30797990,2019,32,24,28,9,36,9,24,4,28,0.375,0.8571428571428571,0.4444444444444444,0.7777777777777778,integration-free; ipsc; ipsc-adm01; karyotype; line; non-integrative; pluripotency; reprogramming,cell line; disease non-integrative; generated year-old; generation integration-free; human ipsc; integration-free ipsc; ipsc line; ipsc-adm01 sysui001-a,Cellular Reprogramming; Cellular Reprogramming Techniques; Induced Pluripotent Stem Cells; Karyotype
30788916,2018,181,97,148,10,45,14,129,1,12,0.14432989690721648,0.8716216216216216,0.1,0.26666666666666666,appswe; c57bl; eliminating; gavage; nft; ps1m146v; rear; scfv17,ability month; ability movement; ability xtg-ad; administration scfv17; antibody fragment; appswe taup301l; balance ability; balance seriously,Gait
30786665,2018,126,86,118,7,21,14,101,1,9,0.16279069767441862,0.8559322033898306,0.14285714285714285,0.42857142857142855,adnc; boundary; co-pathology; cortico-cortical; cte; encephalopathy; mater; pia,adnc form; among disorders; analysis disorders; association cortico-cortical; boundary cluster; cbd chronic; cbd cte; change adnc,Neuropathology
30786664,2018,112,83,107,7,21,17,95,2,11,0.20481927710843373,0.8878504672897196,0.2857142857142857,0.5238095238095238,actually; agd; amygdaloid; ballooned; clinicopathological; coiled; enable; grain,actually second; actually specific; agd avoid; agd made; agd often; agd patients; agd sporadic; agd uncommon,Oligodendroglia; Tauopathies
30765302,2019,96,76,91,10,45,13,79,1,21,0.17105263157894737,0.8681318681318682,0.1,0.4666666666666667,accounted; aryl-1; benzylpiperidine; cytotoxic; dual; enabled; exploiting; hbuche,accounted dual; ache key; agreement docking; aimed synthesize; aryl-1 triazolyl; attention due; based compounds; based potent,Click Chemistry
30753416,2018,7,7,6,6,15,1,3,1,8,0.14285714285714285,0.5,0.16666666666666666,0.5333333333333333,redux,cognitive ageing; disease cholinergic; system redux,Cholinergic Agents
30734031,2018,120,94,114,10,45,21,100,1,15,0.22340425531914893,0.8771929824561403,0.1,0.3333333333333333,accurately; anisotropic; blurring; boundaries; calculation; computation; compute; consistency,accounts presence; accuracy thickness; accurately estimate; across scanners; anisotropic heat; anisotropic laplace; anisotropic term; associated normal,Anisotropy
30712752,2019,106,73,99,12,66,13,84,2,24,0.1780821917808219,0.8484848484848485,0.16666666666666666,0.36363636363636365,aggravating; aging-related; amci; anxio-depressive; mat; mbi; mindfulness; mindfulness-based,acceptance single-blind; acceptance theory; adults amci; aggravating prognosis; aging-related quality; amci alzheimer; amci contribution; amci patients,Mindfulness; Single-Blind Method
30711677,2019,110,72,100,13,78,7,88,2,28,0.09722222222222222,0.88,0.15384615384615385,0.358974358974359,disproportionally; hippocampal-prefrontal; hippocampus-prefrontal; interest-based; resting-state; survive; synchronized,accelerated trajectory; accompanied greater; activities whereas; affected alzheimer; analyses region; analyses resting-state; associated different; associations load,Executive Function; Sex Characteristics
30708185,2019,142,110,136,18,153,28,115,7,108,0.2545454545454545,0.8455882352941176,0.3888888888888889,0.7058823529411765,amylacea; bulb; bulbs; corpora; correlate; cytoskeletal; declines; fibrillary,abundance corpora; acid protein; alterations correlate; amylacea characterized; amylacea declines; analysis notch; analysis olfactory; appears prodromal,"Cell Adhesion Molecules, Neuronal; Extracellular Matrix Proteins; Gene Expression; Jagged-1 Protein; Olfactory Bulb"
